room_id,label,path
but_VUT_FIT_L227,staircase,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_L227/MicID01/SpkID10_20180107_T/24/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
but_Hotel_SkalskyDvur_Room112,hotel_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/Hotel_SkalskyDvur_Room112/MicID01/SpkID01_20170906_S/27/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
but_Hotel_SkalskyDvur_Room112,hotel_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/Hotel_SkalskyDvur_Room112/MicID01/SpkID03_20170906_S/19/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
but_Hotel_SkalskyDvur_Room112,hotel_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/Hotel_SkalskyDvur_Room112/MicID01/SpkID03_20170906_S/01/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
but_Hotel_SkalskyDvur_Room112,hotel_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/Hotel_SkalskyDvur_Room112/MicID01/SpkID05_20170906_S/06/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
but_Hotel_SkalskyDvur_Room112,hotel_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/Hotel_SkalskyDvur_Room112/MicID01/SpkID01_20170906_S/24/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
but_VUT_FIT_E112,lecture_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_E112/MicID01/SpkID02_20170824_S/23/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
but_VUT_FIT_E112,lecture_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_E112/MicID01/SpkID03_20170824_S/06/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
but_VUT_FIT_E112,lecture_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_E112/MicID01/SpkID03_20170824_S/30/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
but_VUT_FIT_E112,lecture_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_E112/MicID01/SpkID03_20170824_S/23/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
but_VUT_FIT_E112,lecture_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_E112/MicID01/SpkID02_20170824_S/15/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
but_VUT_FIT_D105,lecture_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_D105/MicID01/SpkID07_20170904_T/06/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
but_VUT_FIT_D105,lecture_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_D105/MicID01/SpkID06_20170901_S/25/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
but_VUT_FIT_D105,lecture_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_D105/MicID01/SpkID07_20170904_T/12/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
but_VUT_FIT_D105,lecture_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_D105/MicID01/SpkID02_20170901_S/05/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
but_VUT_FIT_D105,lecture_room,data/raw/BUT_ReverbDB_rel_19_06_RIR-Only/VUT_FIT_D105/MicID01/SpkID03_20170901_S/24/RIR/IR_sweep_15s_45Hzto22kHz_FS16kHz.v00.wav
air_lecture,lecture_room,data/raw/AIR_1_4/AIR_wav_files/air_lecture_1_0_5.wav
air_lecture,lecture_room,data/raw/AIR_1_4/AIR_wav_files/air_lecture_1_0_3.wav
air_lecture,lecture_room,data/raw/AIR_1_4/AIR_wav_files/air_lecture_1_1_1.wav
air_lecture,lecture_room,data/raw/AIR_1_4/AIR_wav_files/air_lecture_0_0_4.wav
air_lecture,lecture_room,data/raw/AIR_1_4/AIR_wav_files/air_lecture_0_1_3.wav
air_meeting,meeting_room,data/raw/AIR_1_4/AIR_wav_files/air_meeting_0_1_3.wav
air_meeting,meeting_room,data/raw/AIR_1_4/AIR_wav_files/air_meeting_1_1_3.wav
air_meeting,meeting_room,data/raw/AIR_1_4/AIR_wav_files/air_meeting_1_1_1.wav
air_meeting,meeting_room,data/raw/AIR_1_4/AIR_wav_files/air_meeting_0_1_2.wav
air_meeting,meeting_room,data/raw/AIR_1_4/AIR_wav_files/air_meeting_1_0_4.wav
air_office,office,data/raw/AIR_1_4/AIR_wav_files/air_office_0_0_2.wav
air_office,office,data/raw/AIR_1_4/AIR_wav_files/air_office_1_0_2.wav
air_office,office,data/raw/AIR_1_4/AIR_wav_files/air_office_1_1_1.wav
air_office,office,data/raw/AIR_1_4/AIR_wav_files/air_office_0_0_1.wav
air_office,office,data/raw/AIR_1_4/AIR_wav_files/air_office_1_0_3.wav
air_stairway,staircase,data/raw/AIR_1_4/AIR_wav_files/air_stairway_1_1_2_30_logsweep.wav
air_stairway,staircase,data/raw/AIR_1_4/AIR_wav_files/air_stairway_0_1_3_30_logsweep.wav
air_stairway,staircase,data/raw/AIR_1_4/AIR_wav_files/air_stairway_1_1_2_0_logsweep.wav
air_stairway,staircase,data/raw/AIR_1_4/AIR_wav_files/air_stairway_1_1_1_150_logsweep.wav
air_stairway,staircase,data/raw/AIR_1_4/AIR_wav_files/air_stairway_0_1_2_30_logsweep.wav
ace_lecture_room_1,lecture_room,data/raw/ACE[Data Corpus for the IEEE-AASP Challenge on the Acoustic Characterization of Environments (ACE)]/Single/Lecture_Room_1/1/Single_508_1_RIR.wav
ace_lecture_room_1,lecture_room,data/raw/ACE[Data Corpus for the IEEE-AASP Challenge on the Acoustic Characterization of Environments (ACE)]/Single/Lecture_Room_1/2/Single_508_2_RIR.wav
ace_lecture_room_2,lecture_room,data/raw/ACE[Data Corpus for the IEEE-AASP Challenge on the Acoustic Characterization of Environments (ACE)]/Single/Lecture_Room_2/1/Single_403a_1_RIR.wav
ace_lecture_room_2,lecture_room,data/raw/ACE[Data Corpus for the IEEE-AASP Challenge on the Acoustic Characterization of Environments (ACE)]/Single/Lecture_Room_2/2/Single_403a_2_RIR.wav
ace_meeting_room_1,meeting_room,data/raw/ACE[Data Corpus for the IEEE-AASP Challenge on the Acoustic Characterization of Environments (ACE)]/Single/Meeting_Room_1/1/Single_503_1_RIR.wav
ace_meeting_room_1,meeting_room,data/raw/ACE[Data Corpus for the IEEE-AASP Challenge on the Acoustic Characterization of Environments (ACE)]/Single/Meeting_Room_1/2/Single_503_2_RIR.wav
ace_meeting_room_2,meeting_room,data/raw/ACE[Data Corpus for the IEEE-AASP Challenge on the Acoustic Characterization of Environments (ACE)]/Single/Meeting_Room_2/1/Single_611_1_RIR.wav
ace_meeting_room_2,meeting_room,data/raw/ACE[Data Corpus for the IEEE-AASP Challenge on the Acoustic Characterization of Environments (ACE)]/Single/Meeting_Room_2/2/Single_611_2_RIR.wav
ace_office_1,office,data/raw/ACE[Data Corpus for the IEEE-AASP Challenge on the Acoustic Characterization of Environments (ACE)]/Single/Office_1/1/Single_502_1_RIR.wav
ace_office_1,office,data/raw/ACE[Data Corpus for the IEEE-AASP Challenge on the Acoustic Characterization of Environments (ACE)]/Single/Office_1/2/Single_502_2_RIR.wav
ace_office_2,office,data/raw/ACE[Data Corpus for the IEEE-AASP Challenge on the Acoustic Characterization of Environments (ACE)]/Single/Office_2/1/Single_803_1_RIR.wav
ace_office_2,office,data/raw/ACE[Data Corpus for the IEEE-AASP Challenge on the Acoustic Characterization of Environments (ACE)]/Single/Office_2/2/Single_803_2_RIR.wav
